,Crime,Thriller,Fantasy,Horror,Sci-Fi,Comedy,Documentary,Adventure,Film-Noir,Animation,Romance,Drama,Western,Musical,Action,Mystery,War,Children's,total
3265,72,172,21,90,110,112,0,85,8,8,52,141,8,3,211,36,35,10,1174
3266,17,26,2,8,12,40,2,8,5,2,22,84,1,3,22,12,16,1,283
3267,12,12,1,4,8,59,0,10,3,7,19,30,0,2,13,3,1,5,189
3268,7,17,12,6,17,29,0,11,1,3,7,19,0,0,16,2,2,6,155
3269,10,17,3,3,12,35,0,8,2,3,12,30,1,1,23,1,8,3,172
3270,12,26,4,4,15,31,2,14,10,4,11,61,1,2,24,7,14,6,248
3271,28,47,11,25,33,110,0,36,3,9,96,143,5,14,63,10,23,18,674
3272,51,159,31,59,102,273,2,123,6,42,118,272,43,39,216,31,58,86,1711
3273,2,5,0,0,3,4,0,2,2,1,4,12,0,0,3,3,5,1,47
3274,5,33,27,10,110,44,0,74,3,41,15,20,3,14,97,3,10,43,552
3275,1,1,1,5,3,13,0,3,0,1,5,6,0,2,4,0,2,0,47
3276,5,7,0,0,2,5,0,3,1,3,5,16,0,3,4,1,3,4,62
3277,18,19,2,4,13,49,3,10,3,6,22,93,2,4,21,5,15,5,294
3278,2,1,0,1,2,42,0,0,0,0,10,9,1,4,2,0,2,0,76
3279,13,24,2,5,30,29,0,26,0,3,8,33,5,2,59,3,18,4,264
3280,45,125,24,40,85,264,4,71,8,16,89,231,8,17,154,22,30,37,1270
3281,26,47,5,4,37,67,3,46,0,7,20,42,4,5,125,3,17,9,467
3282,1,8,1,0,1,4,0,3,2,0,7,9,1,1,2,3,3,0,46
3283,8,33,26,20,129,99,0,57,1,10,16,40,32,8,82,5,10,25,601
3284,4,7,0,1,3,16,1,1,2,0,8,21,1,0,8,2,3,0,78
3285,87,158,13,43,69,244,0,50,9,12,59,227,16,10,158,35,36,18,1244
3286,1,1,0,1,2,13,0,4,0,4,7,8,0,20,3,0,2,5,71
3287,1,2,0,0,1,4,0,1,0,0,6,19,1,1,1,1,4,0,42
3288,6,5,1,0,3,6,0,5,3,0,1,16,1,0,7,2,4,0,60
3289,0,11,2,2,10,15,1,7,0,0,10,40,4,0,19,2,31,1,155
3290,13,48,1,18,25,57,1,13,4,6,21,58,1,1,42,10,6,7,332
3291,1,1,0,1,1,3,0,1,1,1,2,15,0,0,2,0,1,1,31
3292,48,115,27,40,69,335,2,97,26,30,158,414,30,65,136,39,64,80,1775
3293,8,12,0,3,10,18,0,7,0,0,7,18,1,1,18,2,1,1,107
3294,50,27,1,9,12,24,0,12,1,2,8,40,0,2,34,14,4,3,243
3295,3,20,0,7,8,25,0,3,1,4,15,24,1,2,19,3,6,2,143
3296,8,19,2,10,6,34,0,6,1,4,6,17,0,1,15,2,1,3,135
3297,6,24,3,4,15,37,0,12,0,8,31,53,0,5,34,3,5,7,247
3298,2,6,0,3,1,19,0,1,0,1,3,9,0,0,2,3,0,1,51
3299,16,26,12,11,48,90,8,33,3,2,40,188,3,13,42,7,19,5,566
3300,64,65,14,12,60,117,1,53,5,1,40,179,9,9,97,18,23,10,777
3301,27,49,1,25,11,73,12,10,10,2,35,197,3,7,22,20,16,5,525
3302,14,23,1,3,13,29,1,9,4,3,10,33,1,2,24,3,4,2,179
3303,1,2,0,1,2,18,0,4,0,1,3,5,3,2,2,0,0,2,46
3304,12,23,2,40,21,38,0,12,2,16,20,66,1,43,20,8,15,21,360
3305,11,28,0,0,4,13,1,5,1,0,20,73,1,0,39,3,11,0,210
3306,4,13,2,0,5,8,4,9,4,5,4,21,1,2,13,7,15,5,122
3307,1,15,1,3,5,4,0,2,1,0,2,10,0,1,6,10,1,0,62
3308,33,112,39,64,108,301,5,117,3,48,111,168,8,48,185,16,27,107,1500
3309,14,26,26,18,82,142,1,63,2,20,33,62,6,13,75,6,16,32,637
3310,8,10,2,2,3,24,3,1,1,5,5,33,1,1,9,2,6,5,121
3311,64,177,42,131,153,392,1,138,4,17,91,181,11,19,276,29,35,62,1823
3312,45,127,29,61,95,266,7,84,4,31,91,208,6,29,174,26,34,51,1368
3313,37,103,20,41,116,129,3,91,9,28,51,144,14,12,183,11,35,32,1059
3314,28,54,17,48,66,146,1,51,6,14,34,68,16,23,100,8,18,20,718
3315,21,47,4,11,29,68,1,21,3,5,36,57,3,4,61,7,8,6,392
3316,7,15,9,1,8,7,0,15,1,3,7,11,0,7,15,1,5,6,118
3317,10,36,5,7,70,26,1,22,3,1,7,31,1,0,55,4,16,2,297
3318,11,13,3,2,5,11,1,3,10,1,6,44,3,1,8,6,11,2,141
3319,7,5,1,0,0,24,0,4,2,0,15,106,14,3,12,4,13,0,210
3320,22,69,22,40,66,254,1,98,1,33,100,155,25,28,141,11,22,84,1172
3321,6,4,3,1,16,36,1,10,0,1,2,51,4,4,19,0,5,3,166
3322,25,14,0,2,1,10,0,4,2,1,17,24,0,2,13,6,4,1,126
3323,8,14,2,9,6,85,1,7,0,0,17,44,3,4,13,1,7,2,223
3324,0,6,0,2,14,6,0,5,1,2,1,3,0,0,6,0,4,0,50
3325,2,7,0,2,0,6,0,0,0,0,3,13,0,0,1,0,0,0,34
3326,2,9,0,5,6,13,0,5,1,6,2,10,0,4,6,2,2,6,79
3327,42,128,15,43,89,97,1,58,9,19,39,98,5,8,117,26,11,23,828
3328,16,22,3,6,14,131,0,11,1,3,79,136,7,7,31,12,16,22,517
3329,14,26,2,7,6,34,3,8,6,6,15,74,6,3,14,8,16,3,251
3330,2,7,0,0,3,5,0,2,0,0,5,12,0,0,6,2,2,0,46
3331,11,28,6,5,16,55,1,42,1,5,51,42,2,6,38,5,13,9,336
3332,4,24,1,10,19,37,1,11,1,6,11,31,1,1,20,2,6,4,190
3333,18,46,9,22,37,76,1,36,4,3,9,59,2,4,46,3,11,9,395
3334,11,18,0,5,5,27,0,7,0,4,22,58,2,4,17,3,9,6,198
3335,2,0,2,0,3,23,0,3,0,0,7,7,1,0,5,0,2,0,55
3336,66,149,14,42,84,248,6,82,11,10,107,226,16,9,210,27,40,17,1364
3337,9,24,1,5,14,18,1,6,3,0,7,33,1,1,19,7,6,1,156
3338,3,6,0,2,3,32,0,1,0,0,2,12,2,0,4,2,3,0,72
3339,11,12,2,3,7,41,0,6,1,0,14,47,0,1,9,3,11,2,170
3340,10,30,3,6,28,31,0,15,5,2,14,49,0,1,36,3,12,2,247
3341,30,34,2,12,15,33,7,10,3,8,12,68,2,1,34,11,9,3,294
3342,2,20,0,10,8,21,0,4,1,3,6,12,1,1,14,0,1,2,106
3343,3,3,3,1,5,32,0,9,0,5,8,12,1,2,10,0,0,6,100
3344,7,11,1,2,5,12,1,4,1,3,6,30,0,3,11,3,9,4,113
3345,5,11,14,8,14,74,0,21,1,5,16,30,19,2,57,0,23,23,323
3346,24,29,7,5,19,59,6,21,16,10,27,116,3,15,27,15,32,14,445
3347,2,8,0,0,2,8,0,1,0,2,6,32,0,0,9,1,7,2,80
3348,1,2,0,1,5,19,0,8,0,2,35,17,2,4,12,0,9,3,120
3349,14,47,16,6,27,34,0,30,0,4,19,42,4,0,68,6,5,14,336
3350,2,1,0,0,6,34,0,4,1,3,7,17,0,0,5,1,5,4,90
3351,2,8,1,2,2,6,0,1,0,1,1,16,1,1,5,0,1,1,49
3352,3,19,1,93,14,16,0,5,0,1,1,5,0,2,10,2,0,0,172
3353,26,47,12,6,52,80,0,57,0,6,24,66,7,2,156,3,25,14,583
3354,1,9,3,4,28,5,0,5,2,2,1,9,1,0,15,1,5,1,92
3355,3,6,1,1,3,3,0,2,1,2,4,21,0,1,8,0,7,1,64
3356,21,53,10,48,62,34,0,28,15,9,27,82,7,19,61,26,28,14,544
3357,6,14,3,3,5,36,1,2,1,0,6,28,0,0,11,3,4,1,124
3358,20,42,8,5,27,83,1,33,0,4,60,103,4,8,92,8,21,9,528
3359,15,20,2,1,9,27,1,8,3,0,14,41,3,0,22,8,5,0,179
3360,0,6,2,4,4,23,0,3,1,2,38,21,1,5,7,1,5,3,126
3361,16,52,3,5,37,24,0,44,2,1,19,56,15,3,98,9,29,4,417
3362,5,7,1,3,4,71,0,3,0,6,21,18,0,3,5,2,0,7,156
3363,7,18,7,1,12,140,0,20,0,10,105,106,3,7,33,4,10,17,500
3364,3,3,0,0,1,33,4,1,0,0,36,83,2,1,7,2,10,0,186
3365,24,46,11,22,108,223,0,50,1,4,60,66,9,12,90,13,15,22,776
3366,3,6,1,2,8,6,0,8,0,1,3,9,0,1,21,1,7,2,79
3367,22,54,5,6,9,86,31,19,7,5,39,224,6,28,17,29,24,10,621
3368,7,25,3,9,23,26,0,25,2,1,14,26,1,0,42,2,5,1,212
3369,3,4,2,2,4,14,0,2,0,0,1,14,1,1,8,0,1,1,58
3370,22,44,22,2,41,57,3,39,6,7,20,64,16,3,70,16,21,22,475
3371,33,69,12,31,52,171,14,43,11,11,70,228,7,29,66,23,38,21,929
3372,4,10,1,1,3,10,0,3,3,1,6,10,0,0,4,17,1,1,75
3373,6,13,0,1,13,4,0,8,0,0,3,9,0,0,30,1,5,0,93
3374,6,18,3,7,15,43,2,8,2,2,12,46,1,4,16,3,8,7,203
3375,5,4,1,1,2,8,0,5,0,0,3,11,0,0,13,2,4,1,60
3376,1,3,1,2,3,6,0,2,0,0,3,10,0,0,4,0,4,0,39
3377,21,155,0,28,37,8,0,21,4,1,14,30,1,0,79,14,4,0,417
3378,14,26,14,28,49,131,0,33,4,29,34,49,4,12,43,3,10,48,531
3379,3,7,0,0,0,16,0,0,0,0,10,21,0,1,7,1,0,0,66
3380,30,66,8,12,42,159,8,40,10,10,57,214,14,21,75,18,44,15,843
3381,2,5,0,2,3,12,0,0,0,3,1,12,0,2,2,3,1,3,51
3382,0,5,0,2,3,43,0,5,0,6,16,15,0,2,4,2,3,7,113
3383,4,7,1,3,10,18,0,6,0,2,4,21,3,1,13,2,7,1,103
3384,8,23,4,11,20,52,0,14,3,3,19,43,2,6,27,8,9,7,259
3385,6,3,1,2,8,15,0,6,0,4,4,10,0,1,18,2,2,6,88
3386,9,27,2,6,11,64,2,6,0,1,20,75,1,0,15,3,9,2,253
3387,37,51,3,2,13,30,3,6,7,1,14,66,0,0,32,20,9,1,295
3388,1,0,1,1,0,16,0,2,0,3,3,9,0,1,3,0,0,4,44
3389,44,137,36,71,136,159,2,138,4,25,59,146,12,22,241,20,38,55,1345
3390,8,23,1,4,4,56,2,9,6,11,50,141,4,6,9,13,19,14,380
3391,106,204,39,77,114,512,22,136,15,36,155,407,17,36,232,50,44,101,2303
3392,3,7,1,0,5,13,0,3,0,0,1,16,0,0,5,1,2,2,59
3393,23,49,29,19,63,54,0,57,7,6,43,83,22,26,85,24,40,21,651
3394,38,73,11,40,60,73,10,34,15,11,29,129,10,8,83,12,30,14,680
3395,2,16,1,10,11,23,0,5,2,2,7,12,0,1,10,2,0,1,105
3396,2,5,1,2,7,9,0,5,0,1,2,3,0,0,11,0,4,0,52
3397,3,2,2,0,3,6,0,6,1,0,2,22,0,1,7,0,3,2,60
3398,5,7,0,2,3,14,3,0,0,3,6,33,0,0,8,2,1,5,92
3399,11,37,6,4,33,35,0,34,0,25,18,48,1,10,84,3,11,25,385
3400,26,65,6,13,59,33,1,62,3,0,18,59,8,2,157,9,14,4,539
3401,42,129,30,112,133,322,1,121,8,52,83,188,26,46,212,24,51,112,1692
3402,17,40,6,14,23,122,6,21,12,18,42,152,12,26,30,14,34,25,614
3403,17,44,8,12,29,48,1,37,3,37,16,63,6,15,93,4,14,28,475
3404,5,5,3,1,8,6,0,18,1,0,3,6,1,0,15,2,0,3,77
3405,2,6,1,1,2,16,1,5,1,1,4,21,0,0,4,1,4,1,71
3406,2,6,1,1,4,13,0,4,0,0,5,22,0,0,7,0,5,1,71
3407,2,5,1,1,2,8,0,3,1,1,5,7,1,0,5,1,2,2,47
3408,8,25,7,13,21,30,0,17,0,18,14,27,13,10,40,7,14,30,294
3409,10,39,1,2,5,3,0,4,1,1,4,12,0,0,15,5,1,1,104
3410,44,141,14,68,97,223,14,65,14,38,110,301,4,40,134,36,31,46,1420
3411,37,85,12,37,79,107,4,56,7,17,32,101,2,13,115,16,33,32,785
3412,27,84,9,29,57,79,2,42,3,5,36,101,6,2,100,10,20,6,618
3413,12,19,2,5,9,43,4,5,2,2,13,65,0,2,15,5,10,2,215
3414,31,101,31,16,89,59,1,78,3,6,37,67,7,3,181,10,18,24,762
3415,11,30,9,6,24,69,1,20,4,12,27,63,3,7,39,4,10,14,353
3416,49,125,27,51,123,144,0,87,7,18,65,113,5,7,174,22,18,28,1063
3417,11,12,1,1,4,56,1,3,16,4,14,41,3,1,6,3,6,2,185
3418,16,28,3,4,18,80,2,10,4,16,43,82,6,25,31,8,22,29,427
3419,6,9,19,3,42,32,0,26,2,2,22,52,2,4,46,2,10,10,289
3420,18,38,14,18,12,78,2,18,4,5,41,108,0,10,23,6,11,12,418
3421,1,5,0,0,2,10,0,3,0,0,5,11,0,1,4,1,1,0,44
3422,28,61,11,19,42,248,0,51,7,4,67,76,8,7,106,6,21,18,780
3423,30,36,24,19,68,182,3,47,2,12,49,77,4,13,79,11,26,22,704
3424,8,22,3,0,9,18,0,5,1,4,13,31,2,3,16,3,4,4,146
3425,76,156,14,19,44,151,7,46,8,3,58,229,10,5,121,39,24,9,1019
3426,20,105,0,11,17,9,0,13,6,2,9,29,2,1,37,15,4,1,281
3427,13,32,1,2,6,2,0,4,1,0,2,14,0,0,13,4,2,1,97
3428,7,15,4,3,12,35,1,22,0,2,39,125,3,6,24,8,23,7,336
3429,5,5,0,3,0,8,3,0,0,0,7,17,0,0,3,1,1,0,53
3430,27,56,8,12,39,134,2,27,7,15,59,223,9,17,56,14,35,19,759
3431,2,10,3,3,13,10,0,16,0,1,26,23,1,3,38,1,10,2,162
3432,10,20,2,5,22,75,0,20,0,1,17,18,2,3,48,2,4,0,249
3433,11,17,3,17,17,26,1,15,2,6,6,19,2,2,23,3,5,12,187
3434,20,37,26,7,40,66,0,49,0,4,16,36,2,3,94,4,12,18,434
3435,3,17,3,3,19,40,0,33,1,1,34,48,16,4,36,9,15,6,288
3436,9,39,5,19,49,53,1,35,3,4,20,64,24,2,60,3,46,9,445
3437,2,3,2,1,1,42,0,1,0,3,7,11,1,1,1,1,1,2,80
3438,8,12,1,6,8,51,0,3,0,4,9,29,0,0,20,1,4,4,160
3439,8,11,8,4,21,37,0,22,2,7,8,24,0,4,37,2,11,7,213
3440,5,9,0,1,4,6,0,3,1,0,3,12,0,0,10,1,5,0,60
3441,31,86,5,6,26,103,0,37,1,1,107,143,4,3,110,9,20,5,697
3442,12,45,17,51,77,38,0,38,9,10,14,32,3,8,55,10,9,15,443
3443,2,11,2,3,17,4,0,3,4,0,3,6,0,1,9,2,3,0,70
3444,9,15,1,1,6,74,0,4,15,1,33,29,1,3,14,8,7,0,221
3445,5,27,19,9,47,39,2,28,3,25,17,43,1,10,25,6,6,19,331
3446,1,9,1,30,8,10,0,1,0,0,0,3,0,0,6,2,2,0,73
3447,9,30,1,8,29,25,0,18,3,4,7,24,2,0,37,6,6,1,210
3448,3,11,1,1,7,6,0,6,0,0,5,5,0,0,19,0,2,0,66
3449,8,18,3,7,23,18,0,8,7,5,2,20,0,1,22,5,6,3,156
3450,34,71,1,4,10,46,1,10,2,3,23,93,3,1,45,19,9,3,378
3451,7,18,1,0,4,46,0,1,1,2,9,20,0,0,5,2,1,2,119
3452,7,24,0,9,11,20,1,8,1,0,14,41,1,4,21,6,21,0,189
3453,27,56,8,15,32,80,0,37,3,12,29,135,13,11,98,11,57,17,641
3454,33,80,10,20,43,125,2,46,3,19,55,136,5,9,106,12,20,24,748
3455,4,5,0,0,2,15,0,0,1,0,3,8,0,0,2,7,1,0,48
3456,3,21,3,7,50,6,0,21,0,0,2,8,0,0,37,2,9,2,171
3457,19,37,0,12,11,44,1,9,4,2,30,85,6,2,32,7,30,1,332
3458,6,7,10,6,9,92,1,12,1,23,35,51,2,12,17,6,3,38,331
3459,3,3,2,2,7,11,0,6,0,0,7,10,0,0,14,0,3,1,69
3460,21,19,1,3,20,14,1,3,4,0,8,52,0,0,20,7,8,0,181
3461,5,10,1,3,9,4,0,8,0,0,5,12,2,0,32,1,8,0,100
3462,25,96,23,44,67,245,2,57,4,27,94,201,9,23,97,16,25,48,1103
3463,3,5,1,2,4,22,1,2,1,1,4,17,0,3,8,2,5,3,84
3464,36,127,2,21,25,103,2,21,2,6,60,182,2,4,70,20,17,7,707
3465,6,10,10,5,14,15,0,14,1,21,8,11,0,7,21,1,5,18,167
3466,9,5,0,1,2,12,0,2,0,0,1,33,1,0,7,1,4,0,78
3467,7,8,1,2,7,24,0,6,1,4,6,25,1,1,10,1,10,2,116
3468,7,12,1,2,3,16,1,2,7,3,4,39,2,1,6,6,7,4,123
3469,28,73,13,41,69,120,1,72,9,31,53,158,20,32,143,21,57,36,977
3470,5,13,2,7,15,61,0,10,0,8,20,17,1,1,19,2,4,4,189
3471,81,184,24,45,103,314,3,98,7,18,115,290,20,13,219,30,34,29,1627
3472,5,9,1,3,7,16,1,6,1,4,5,22,1,1,12,0,6,7,107
3473,8,14,4,1,6,74,0,7,1,0,58,87,1,2,24,7,12,1,307
3474,17,36,5,8,19,66,2,10,17,15,41,86,4,11,20,21,15,11,404
3475,57,119,12,32,47,210,8,51,12,24,110,283,9,23,117,30,42,38,1224
3476,28,99,15,243,83,151,16,60,12,28,68,186,31,34,105,28,48,50,1285
3477,5,10,1,2,1,56,7,5,1,13,72,44,0,42,6,3,7,13,288
3478,1,21,1,3,2,27,0,1,3,4,15,39,0,7,2,8,4,6,144
3479,5,16,3,7,13,35,1,11,2,8,11,33,0,2,21,3,7,4,182
3480,0,6,4,1,17,10,0,16,0,0,16,14,5,0,20,2,13,2,126
3481,17,34,11,11,22,39,3,14,4,2,16,60,1,6,22,16,16,7,301
3482,5,24,2,6,31,15,0,9,3,2,4,24,1,2,26,5,8,3,170
3483,63,160,16,18,82,206,3,64,6,7,87,261,21,4,192,27,46,22,1285
3484,6,36,10,12,64,138,4,34,1,10,22,31,4,7,51,7,12,20,469
3485,4,6,1,2,3,7,1,6,2,2,2,24,0,4,8,3,11,3,89
3486,1,0,11,2,7,35,0,17,0,36,13,14,0,45,6,0,3,70,260
3487,39,77,8,11,31,77,2,29,11,6,48,164,3,6,59,22,24,6,623
3488,2,8,0,1,16,1,0,6,1,0,0,4,0,0,15,2,2,2,60
3489,7,10,5,8,16,65,1,14,1,4,11,26,2,4,31,1,7,7,220
3490,31,53,2,13,26,76,1,17,13,18,40,94,5,14,46,16,24,14,503
3491,48,152,20,129,99,208,2,87,6,22,80,230,14,13,191,25,39,35,1400
3492,3,3,2,9,7,33,0,1,0,0,14,24,0,8,2,2,1,0,109
3493,7,33,6,7,39,37,0,40,2,1,10,49,17,4,82,6,51,7,398
3494,1,8,0,2,1,15,0,2,2,3,2,18,0,1,7,2,2,2,68
3495,0,6,0,3,6,9,0,2,0,2,1,7,0,0,4,0,0,1,41
3496,2,2,1,0,2,22,0,2,0,5,3,7,0,0,4,0,1,1,52
3497,4,19,1,4,11,23,1,13,1,4,33,41,1,5,21,6,4,3,195
3498,16,36,2,5,9,31,0,12,0,6,14,53,1,4,26,9,6,8,238
3499,62,86,22,21,86,165,16,85,8,30,54,89,9,23,186,24,29,39,1034
3500,5,4,13,2,17,27,0,15,1,0,4,17,13,0,22,0,5,5,150
3501,21,38,4,3,9,56,4,12,9,4,39,107,3,3,18,18,26,9,383
3502,6,5,0,1,2,15,0,1,1,3,5,17,0,0,2,1,3,3,65
3503,44,99,28,34,82,163,5,87,8,16,57,176,9,16,126,34,52,28,1064
3504,18,45,4,18,13,76,0,20,5,3,35,107,1,4,31,17,7,9,413
3505,15,19,2,1,11,38,0,6,18,4,17,41,0,2,12,10,6,3,205
3506,10,15,1,2,10,27,1,11,1,1,11,29,0,0,23,1,8,1,152
3507,96,219,25,55,85,344,9,92,19,34,109,325,16,22,215,44,60,47,1816
3508,0,13,4,2,26,3,0,11,1,2,2,7,0,0,23,0,5,4,103
3509,35,80,26,30,78,145,0,76,4,29,39,97,4,20,139,12,24,59,897
3510,2,9,5,2,43,28,0,21,1,4,5,9,2,3,25,2,4,7,172
3511,13,32,27,5,59,54,1,68,7,12,21,46,16,2,85,6,13,31,498
3512,22,56,30,21,85,136,0,85,3,37,59,133,8,21,115,11,26,60,908
3513,28,53,9,15,42,138,1,44,0,14,42,105,5,9,116,5,22,22,670
3514,8,17,1,2,9,19,2,6,5,6,6,34,2,0,14,6,11,3,151
3515,10,18,1,10,10,29,0,8,4,3,11,46,4,2,15,7,17,6,201
3516,11,39,23,21,85,34,1,48,3,12,9,30,1,4,65,4,9,20,419
3517,3,6,11,5,15,80,0,19,1,4,17,21,5,3,34,1,9,6,240
3518,27,41,16,20,42,228,10,34,1,20,108,237,6,25,50,12,16,38,931
3519,50,68,22,24,47,320,12,63,2,19,133,274,12,22,118,14,23,51,1274
3520,20,41,6,19,24,151,4,14,6,7,28,122,5,10,35,5,10,10,517
3521,21,53,8,40,44,150,6,31,14,18,57,131,10,33,53,14,26,22,731
3522,6,18,7,11,16,15,1,20,0,1,2,15,1,1,33,1,4,4,156
3523,4,13,1,4,16,8,0,9,1,0,2,16,2,1,17,1,4,1,100
3524,8,36,1,14,9,54,0,6,3,1,23,58,3,1,26,6,4,4,257
3525,9,20,4,23,14,25,0,13,0,3,7,32,0,0,21,3,3,3,180
3526,92,256,21,63,103,408,3,99,10,42,124,263,25,92,240,40,57,70,2008
3527,8,12,1,5,6,13,0,5,0,3,6,13,0,1,16,1,4,3,97
3528,1,21,1,106,17,15,0,5,1,1,1,4,0,1,11,3,1,0,189
3529,15,62,21,23,83,48,0,58,8,3,37,65,3,18,90,16,9,12,571
3530,3,7,0,3,5,7,0,6,0,0,4,5,0,0,13,0,3,0,56
3531,7,10,1,1,7,29,0,9,0,2,15,45,0,2,15,2,7,2,154
3532,11,27,1,1,4,40,1,5,1,4,28,57,1,1,15,7,9,5,218
3533,13,26,1,2,5,27,2,3,2,2,19,42,2,0,17,4,6,1,174
3534,9,13,1,3,17,11,0,12,1,1,10,16,3,0,43,0,12,1,153
3535,5,6,1,2,6,2,0,6,0,0,0,13,2,0,26,0,8,0,77
3536,25,52,7,11,17,51,0,22,2,20,19,47,1,14,51,6,20,19,384
3537,3,8,0,3,9,23,3,5,0,5,6,12,0,0,13,0,2,7,99
3538,25,57,1,4,12,43,0,6,4,3,18,91,2,0,29,24,5,2,326
3539,86,184,36,81,100,418,13,91,13,54,197,387,14,56,192,43,38,85,2088
3540,16,48,16,13,37,66,1,40,0,5,22,70,3,1,83,5,17,11,454
3541,9,5,0,1,0,4,0,1,1,0,2,32,1,1,3,1,5,1,67
3542,0,7,0,0,2,3,0,3,0,0,4,8,0,0,8,0,0,0,35
3543,13,16,0,8,7,23,3,6,8,3,6,53,3,3,6,5,13,4,180
3544,1,6,0,8,4,7,1,1,0,1,4,13,0,6,5,0,4,2,63
3545,3,7,0,2,2,7,1,3,8,1,4,12,1,0,4,6,2,0,63
3546,73,62,7,17,37,199,12,46,20,2,65,169,6,11,92,16,27,6,867
3547,9,49,17,30,45,123,5,35,4,2,77,179,2,10,45,11,22,8,673
3548,2,5,0,2,5,8,0,2,0,0,2,8,0,0,9,1,2,0,46
3549,1,2,0,1,5,33,0,5,0,2,8,10,0,1,6,0,2,3,79
3550,33,56,6,35,59,154,5,46,8,17,24,102,10,12,96,11,19,15,708
3551,6,38,1,2,6,10,0,4,2,1,17,61,0,0,14,7,5,3,177
3552,0,6,0,0,2,4,0,1,0,0,2,10,1,0,6,2,2,0,36
3553,4,24,0,1,17,9,0,16,0,0,4,9,0,0,43,1,6,1,135
3554,3,6,1,12,5,17,0,4,0,3,2,7,0,2,10,1,1,0,74
3555,5,21,22,3,40,21,0,113,1,5,16,20,2,4,69,3,10,28,383
3556,16,42,12,3,31,24,0,33,6,3,15,32,0,1,68,4,12,5,307
3557,36,58,18,27,54,214,1,43,3,16,56,116,5,18,69,15,10,39,798
3558,26,45,11,8,33,148,1,39,0,6,45,99,4,9,120,5,20,16,635
3559,6,7,3,16,4,46,0,3,3,6,16,19,0,4,6,3,3,5,150
3560,15,20,3,6,5,52,0,9,2,8,25,72,2,12,14,3,8,14,270
3561,15,39,7,15,26,174,0,21,2,7,35,61,5,6,45,6,8,5,477
3562,42,128,21,61,68,282,2,68,6,15,153,246,7,19,140,22,26,32,1338
3563,17,21,5,12,19,66,0,15,3,3,26,140,2,3,31,5,16,6,390
3564,11,61,4,38,48,20,0,35,2,0,12,36,4,1,79,7,6,1,365
3565,14,63,10,17,56,30,0,29,1,2,14,32,2,3,73,7,13,9,375
3566,6,2,1,1,1,4,0,7,1,1,4,22,1,1,6,0,7,2,67
3567,8,16,3,7,11,19,1,6,2,2,5,32,0,1,18,4,10,2,147
3568,4,21,3,9,60,12,1,21,2,1,10,35,3,1,46,3,44,2,278
3569,24,69,30,91,51,169,1,65,4,33,38,107,11,31,63,13,15,73,888
3570,2,2,0,0,1,12,0,1,2,0,2,10,2,1,1,0,1,0,37
3571,2,27,4,13,14,37,0,12,2,10,9,24,2,3,24,4,3,10,200
3572,6,4,1,1,5,72,1,2,1,4,24,59,0,5,7,2,6,6,206
3573,0,6,4,2,19,10,0,12,0,6,1,5,0,3,15,0,6,14,103
3574,18,31,2,15,22,67,3,13,0,6,17,58,4,3,49,8,11,7,334
3575,1,7,0,26,6,10,0,4,0,0,3,4,0,0,10,2,1,0,74
3576,30,65,26,36,83,170,1,103,3,54,56,134,36,58,158,13,57,128,1211
3577,0,4,1,0,2,32,0,11,0,1,74,36,1,4,13,1,5,2,187
3578,24,48,13,8,36,133,1,45,8,2,57,81,16,12,89,14,19,6,612
3579,13,60,15,15,74,41,0,85,1,51,21,32,7,21,217,7,24,53,737
3580,3,46,4,8,27,8,0,21,1,0,10,9,0,0,47,3,4,1,192
3581,0,9,2,3,27,5,0,16,0,0,1,4,1,0,24,1,3,1,97
3582,3,16,13,0,23,25,0,90,2,4,14,9,1,4,47,3,2,26,282
3583,0,6,0,0,1,6,0,1,0,0,29,13,0,2,6,0,8,0,72
3584,54,22,1,5,5,20,0,6,2,0,3,24,0,0,26,8,2,0,178
3585,8,25,2,1,6,63,1,10,2,2,108,199,4,9,18,7,21,7,493
3586,5,18,5,15,12,38,1,15,6,3,52,94,3,10,19,4,24,9,333
3587,1,14,0,2,6,10,0,5,0,0,6,18,6,2,16,2,6,1,95
3588,54,55,4,3,32,28,0,30,21,0,27,95,26,2,100,14,36,2,529
3589,62,108,31,28,126,227,2,149,5,12,66,211,43,14,285,19,77,48,1513
3590,36,87,15,34,44,201,2,44,8,38,64,163,3,21,83,23,16,48,930
3591,19,55,3,7,25,70,1,24,0,2,33,79,4,2,62,12,13,6,417
3592,16,23,9,4,15,154,1,28,3,20,89,184,6,35,38,21,31,27,704
3593,1,3,0,1,4,61,0,5,0,4,14,20,0,3,6,0,1,6,129
3594,13,33,8,15,26,45,0,25,0,21,12,49,1,11,48,5,9,28,349
3595,0,5,4,6,5,18,0,3,0,1,2,5,0,0,10,0,2,2,63
3596,11,19,0,5,5,41,6,8,15,4,22,67,2,3,10,13,11,3,245
3597,5,12,2,7,10,32,0,17,1,19,7,16,1,12,19,4,3,26,193
3598,5,9,3,0,10,22,1,10,1,3,10,30,1,1,14,2,4,9,135
3599,20,84,5,15,78,31,1,37,2,2,17,29,3,1,117,8,10,6,466
3600,24,82,8,14,18,170,0,25,2,17,61,154,4,12,55,15,16,58,735
3601,8,21,19,0,15,44,0,26,5,9,54,90,1,9,24,6,16,20,367
3602,7,13,3,9,12,43,1,13,4,4,5,31,1,1,21,4,4,2,178
